"","불량","adress","contents","time","money","career","sex","age","education","employment","personnel","period","week","close","detail_adress","realtime"
"7105",1,"군산시 소룡동","GS25소룡제일점GS25소룡제일점 진열정리 파트타임 구합니다","20:00~23:00","시급8,350","무관(신입+경력)","남자","30세(1990년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트","1명","1년이상","월, 화, 수, 목, 금요일","2019년 5월 14일(화) ~ 2019년 6월 3일(월)","전북 군산시 해망로 606<U+00A0>(소룡동 제이파크)상가내GS25<U+00A0>전북 군산시 소룡동","3"
"7106",1,"군산시 나운동","세븐일레븐 군산나운일번지점평일 주말 알바구함  평일18시~23시 주말13시~22시까지","18:00~23:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","2명","6개월~1년","월~일","2019년 5월 16일(목) ~ 2019년 5월 24일(금)
D-DAY 6 ","전북 군산시 부곡5길 18<U+00A0>일번지 나이트 옆 세븐일레븐 편의점<U+00A0>전북 군산시 나운동","5"
"7107",1,"전주시 전체","(주)현대렌탈케어 전주지국정수기 설치및A/S 엔지니어 모집(초보환영)","08:00~18:00","월급3,500,000","무관(신입+경력)","성별무관","28세(1992년생) ~ 45세(1975년생) 미성년자 불가","학력무관","위촉직(프리랜서)","1명","1년이상 (기간협의가능)","주5일","2019년 5월 15일(수) ~ 2019년 5월 21일(화)
D-DAY 3 ","전북 전주시 덕진구 동부대로 375<U+00A0>1층 현대렌탈케어<U+00A0>전북 전주시 완산구 전체","10"
"7108",1,"군산시 전체","피자알볼로 군산점피자 알볼로 배달알바 구합니다","18:00~23:00","시급10,030","무관(신입+경력)","남자","31세(1989년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","1명","3개월~6개월","주6일","2019년 5월 16일(목) ~ 상시모집","전북 군산시 백토로 217<U+00A0>피자알볼로 군산점<U+00A0>전북 군산시 전체","5"
"7109",1,"부안군 변산면","세븐일레븐 변산반도점세븐일레븐 변산반도점 주말오후 알바 급구","16:00~01:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월","주말","2019년 5월 16일(목) ~ 상시모집","전북 부안군 변산면 변산해변로 19-3<U+00A0>세븐일레븐 변산반도점<U+00A0>전북 부안군 변산면","15"
"7110",1,"부안군 부안읍","세븐일레븐 부안보건소점부안보건소점 주말오전오후알바","09:00~23:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","3개월~6개월","주말","2019년 5월 16일(목) ~ 상시모집","전북 부안군 부안읍 오리정로 117<U+00A0>세븐일레븐 부안보건소점<U+00A0>전북 부안군 부안읍","14"
"7111",1,"김제시 신풍동","CU 김제검산점씨유 김제검산점에서 단기 알바 구합니다(6/24-27)","08:00~19:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","3개월~6개월","주4일","2019년 5월 15일(수) ~ 상시모집","전북 김제시 도작로 15<U+00A0>씨유 김제검산점<U+00A0>전북 김제시 신풍동","11"
"7112",1,"전주시 진북동","CU 고시점주말야간 근무자 구합니다","22:00~08:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","6개월~1년 (기간협의가능)","금, 토요일","2019년 5월 16일(목) ~ 상시모집","전북 전주시 덕진구 팔달로 356<U+00A0>Cu고시점<U+00A0>전북 전주시 덕진구 진북동","14"
"7113",1,"전주시 덕진동1","(주)드림물류일당 최대 13만원 야간물류센터 일당아르바이트 大모집","20:00~06:00","일급130,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직, 파견직, 인턴직","00명 (100명 미만)","3개월~6개월 (기간협의가능)","월~일","2019년 5월 17일(금) ~ 상시모집","전북 전주시 덕진구 덕진광장로 3<U+00A0>(시외버스덕진간이정류소)<U+00A0>전북 전주시 덕진구 덕진동1가","14"
"7114",1,"군산시 경암동","GS25군장생활관점GS25군장생활관점 평일오후구합니다.","16:00~23:00","시급8,350","경력(1년 이상)","성별무관","22세(1998년생) ~ 24세(1996년생) 미성년자 불가","학력무관","아르바이트","1명","1개월~3개월 (수습기간있음)","월~금","2019년 5월 16일(목) ~ 상시모집","전북 군산시 경암안1길 80<U+00A0>GS25군장생활관<U+00A0>전북 군산시 경암동","7"
"7115",1,"전주시 덕진동1","GS25 GS25전북대사랑점주말오후(토일16시~23시)모집합니다","16:00~23:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 26세(1994년생) 미성년자 불가","고등학교 졸업 이상","아르바이트","1명","6개월~1년","토, 일요일","2019년 5월 15일(수) ~ 상시모집","전북 전주시 덕진구 덕진동1가<U+00A0>1264-21<U+00A0>전북 전주시 덕진구 덕진동1가","7"
"7116",1,"익산시 마동","굽네치킨&분식이 이래도 되는가굽네치킨&분식이가 이래도 되는가","17:00~24:00 (로테이션)","시급10,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 정규직","4명","1년이상 (수습기간있음, 기간협의가능)","월~일 (요일협의가능)","2019년 5월 17일(금) ~ 상시모집","전북 익산시 중앙로 166-1<U+00A0>(한국축산물류센타)<U+00A0>전북 익산시 마동","7"
"7117",1,"군산시 전체","GS25군산공단로점주말 오후 알바생 모집합니다","18:00~01:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월","주말","2019년 5월 14일(화) ~ 상시모집","전북 군산시 외항로 167<U+00A0>(대명관)<U+00A0>전북 군산시 전체","17"
"7118",1,"정읍시 맥도날드","맥도날드 전북정읍DT맥도날드 전북정읍DT점 크루모집","시간협의","시급8,350","성별 성별무관","연령 연령무관  청소년 가능","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 16일(목) ~ 2019년 5월 27일(월)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=403528","없음"
"7119",1,"정읍시 맥도날드","맥도날드 전북정읍DT맥도날드 전북정읍DT점 라이더 / 배달사원 모집합니다","시간협의","시급8,350","성별 성별무관","연령 연령무관  청소년 가능","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 16일(목) ~ 2019년 5월 29일(수)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=403529","없음"
"7120",1,"정읍시 맥도날드","맥도날드 전북정읍DT맥도날드 전북정읍DT점 크루모집","시간협의","시급8,350","성별 성별무관","연령 연령무관 ","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 17일(금) ~ 2019년 5월 28일(화)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=403664","없음"
"7121",1,"전주시 효자동2","이치류.양심[급 구/강력추천]홀직원/홀서빙 정직원 및 알바 급구함","12:00~23:00 (로테이션)","월급2,300,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 정규직, 계약직, 파견직, 인턴직, 병역특례","0명 (10명 미만)","1년이상 (수습기간있음, 기간협의가능)","주6일 (요일협의가능 : 오후5시부터 오후11시까지(영업시간 오후)","2019년 5월 17일(금) ~ 상시모집","전북 전주시 완산구 홍산북로 22<U+00A0>(해송빌딩)1층 103호 이치류.양심<U+00A0>전북 전주시 완산구 효자동2가","11"
"7122",1,"익산시 남중동","GS25익산어울림점GS25 익산어울림점 스토어매니저 모집","00:00~07:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","1년이상 (기간협의가능)","주말","2019년 5월 14일(화) ~ 상시모집","전북 익산시 인북로 324<U+00A0><U+00A0>전북 익산시 남중동","7"
"7123",1,"군산시 수송동","지오클린서비스(주)전북 군산 수송동 야간 레스토랑 청소 하실분 구함","21:00~23:30","월급800,000","무관(신입+경력)","성별무관","30세(1990년생) ~ 65세(1955년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 계약직","4명","1년이상","주6일","2019년 5월 17일(금) ~ 2019년 5월 23일(목)
D-DAY 5 ","전북 군산시 수송북로 4<U+00A0>.<U+00A0>전북 군산시 수송동","2.5"
"7124",1,"군산시 전체","GS25군산공단로점주말오전 알바생 모집합니다~~","09:00~18:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 50세(1970년생) 미성년자 불가","고등학교 졸업 이상","아르바이트","0명 (10명 미만)","3개월~6개월 (수습기간있음)","주말","2019년 5월 14일(화) ~ 상시모집","전북 군산시 외항로 167<U+00A0>(대명관)<U+00A0>전북 군산시 전체","9"
"7125",1,"익산시 전체","교촌치킨 익산 모현주방 /  배달  아르바이트 및 직원구함","12:00~01:00 (로테이션)","월급1,500,000","무관(신입+경력)","남자","연령무관  고연령자 가능","학력무관","아르바이트, 정규직, 계약직","5명","3개월~6개월 (기간협의가능)","월, 화, 수, 목, 금, 토, 일요일 (요일협의가능 : 금토일)","2019년 5월 16일(목) ~ 상시모집","전북 익산시 배산로 165-5<U+00A0>(근린생활시설)<U+00A0>전북 익산시 전체","11"
"7126",1,"정읍시 전체","대교 눈높이 정읍HL사업국정읍 눈높이HL사업국 눈높이교사모집","11:00~20:00","월급2,300,000","무관(신입+경력)","성별무관","연령무관 ","대학(2,3년)졸업 이상","계약직","1명","1년이상","주5일","2019년 5월 15일(수) ~ 상시모집","전북 정읍시 중앙1길 30 4F<U+00A0>4F<U+00A0>전북 정읍시 전체","9"
"7127",1,"전주시 서노송동","전주시청옆U+정규직/주말접수및상담환영5/21_5/24면접선택-면접비지급/101번접수응대/정시퇴근/통근","09:00~18:00","월급3,000,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 40세(1980년생) 미성년자 불가","고등학교 졸업 이상","아르바이트, 정규직","30명","6개월~1년 (기간협의가능)","주5일","2019년 5월 18일(토) ~ 2019년 5월 20일(월)
D-DAY 2 ","전북 전주시 완산구 기린대로 213<U+00A0>(대우빌딩)16층<U+00A0>전북 전주시 완산구 서노송동","9"
"7128",1,"군산시 수송동","피자헛 군산수송점[피자헛군산수송점] 함께하면 더 즐거운 피자헛에서 배달팀원","09:00~23:00 (로테이션)","시급10,500","무관(신입+경력)","성별무관","20세(2000년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트","5명","6개월~1년 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 13일(월) ~ 상시모집","전북 군산시 수송6길 22<U+00A0>(수송동) 피자헛<U+00A0>전북 군산시 수송동","14"
"7129",1,"김제시 신풍동","다이소 김제점다이소 김제점 직원 채용","10:00~16:00 (로테이션)","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 계약직","1명","1년이상","주6일","2019년 5월 15일(수) ~ 2019년 5월 31일(금)","전북 김제시 도작로 59<U+00A0>다이소 김제점<U+00A0>전북 김제시 신풍동","6"
"7130",1,"군산시 소룡동","GS25수송하이점GS25소룡제일점 오후파트타임구합니다","20:00~23:00","시급8,350","무관(신입+경력)","남자","30세(1990년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트","1명","1년이상","월, 화, 수, 목, 금요일","2019년 5월 14일(화) ~ 2019년 6월 3일(월)","전북 군산시 해망로 606<U+00A0>(소룡동 제이파크)상가내GS25<U+00A0>전북 군산시 소룡동","3"
"7131",1,"전주시 덕진동2","GS25하가실크로드점GS25하가실크로드점에서 주말 야간구합니다","22:00~08:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","1개월~3개월 (기간협의가능)","금, 토요일","2019년 5월 17일(금) ~ 상시모집","전북 전주시 덕진구 가리내7길 9<U+00A0>GS25하가실크로드<U+00A0>전북 전주시 덕진구 덕진동2가","14"
"7132",1,"정읍시 전체","내장산 리조트[전북 정읍/기숙사] 남녀무관  F&B 식음료 내장산 리조트 신","10:00~20:00 (로테이션)","연봉25,700,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","정규직","00명 (100명 미만)","6개월~1년","주6일","2019년 5월 18일(토) ~ 상시모집","전북 정읍시 첨단과학로 476<U+00A0>내장산 골프&리조트<U+00A0>전북 정읍시 전체","10"
"7133",1,"군산시 소룡동","GS25수송하이점GS25소룡제일점 오후파트타임구합니다","20:00~23:00","시급8,350","무관(신입+경력)","남자","30세(1990년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트","1명","1년이상","월, 화, 수, 목, 금요일","2019년 5월 14일(화) ~ 2019년 6월 3일(월)","전북 군산시 해망로 606<U+00A0>(소룡동 제이파크)상가내GS25<U+00A0>전북 군산시 소룡동","3"
"7134",1,"전주시 덕진동2","GS25하가실크로드점GS25하가실크로드점에서 주말 오후 구합니다","15:00~22:00","시급8,530","무관(신입+경력)","성별무관","20세(2000년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","1개월~3개월 (기간협의가능)","토, 일요일","2019년 5월 17일(금) ~ 상시모집","전북 전주시 덕진구 가리내7길 9<U+00A0>GS25하가실크로드<U+00A0>전북 전주시 덕진구 덕진동2가","7"
"7135",1,"군산시 수송동","GS25수송오투점GS25 수송오투점 월화 야간알바모집 미성년자X","시간협의","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","1년이상 (기간협의가능)","요일협의","2019년 5월 14일(화) ~ 상시모집","전북 군산시 축동로 33, 상가 101호, 102호<U+00A0><U+00A0>전북 군산시 수송동","없음"
"7136",1,"전주시 전체","새길hr[LG유플러스/면접비 4+2만 지급/정규직] 전주센터","09:00~18:00","월급2,300,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","정규직","15명","3개월~6개월 (수습기간있음, 기간협의가능)","월~금","2019년 5월 17일(금) ~ 2019년 5월 22일(수)
D-DAY 4 ","전북 전주시 완산구 기린대로 213<U+00A0>(대우빌딩)<U+00A0>전북 전주시 완산구 전체","9"
"7137",1,"전주시 효자동2","(주)아이정보KT대리점(개통사무실직원/매장관리직원) 정직원 근무인력 채","10:00~20:00","월급1,800,000","무관(신입+경력)","성별무관","연령무관 ","고등학교 졸업 이상","정규직","0명 (10명 미만)","6개월~1년 (수습기간있음, 기간협의가능)","주5일","2019년 5월 14일(화) ~ 상시모집","전북 전주시 완산구 홍산남로 29-15<U+00A0>휴본빌딩 303호<U+00A0>전북 전주시 완산구 효자동2가","10"
"7138",1,"익산시 전체","세븐일레븐 익산영등장비점세븐일레븐 익산영등장비점에서 근무자 모집합니다.","09:00~16:00","시급8,350","무관(신입+경력)","여자","20세(2000년생) ~ 50세(1970년생) 미성년자 불가","학력무관","아르바이트","1명","3개월~6개월 (수습기간있음)","월~금","2019년 5월 16일(목) ~ 상시모집","전북 익산시 하나로11길 36<U+00A0>세븐일레븐<U+00A0>전북 익산시 전체","7"
"7139",1,"전주시 금암동","COUPANG FLEX쿠팡 플렉스 / 단기알바/ 야간알바 / 주말 / 평일 / 자율근무","13:00~00:00","시급8,350","무관(신입+경력)","성별무관","20세 이상(2000년 이후 출생자) 고연령자 가능 미성년자 불가","학력무관","위촉직(프리랜서)","00명 (100명 미만)","1개월~3개월 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 18일(토) ~ 2019년 5월 26일(일)","전주<U+00A0>쿠팡<U+00A0>전북 전주시 덕진구 금암동","13"
"7140",1,"전주시 팔복동2","하이트진로 전주물류센타【급구】물류출하사무 정규직 채용","07:30~17:00","월급2,000,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","정규직","0명 (10명 미만)","1년이상 (기간협의가능)","주5일 (요일협의가능)","2019년 4월 25일(목) ~ 상시모집","전북 전주시 덕진구 학산길 3<U+00A0>(하이트맥주 전주직매장)<U+00A0>전북 전주시 덕진구 팔복동2가","9.5"
"7141",1,"익산시 부송동","웅진코웨이(주)【상담 및 채용업무 직원 공/개/채/용】","09:30~16:30","월급2,500,000","무관(신입+경력)","성별무관","22세 이상(1998년 이후 출생자) 고연령자 가능 미성년자 불가","학력무관","위촉직(프리랜서)","00명 (100명 미만)","1년이상 (기간협의가능)","월~금","2019년 5월 16일(목) ~ 상시모집","전북 익산시 무왕로 1182<U+00A0>(청담빌딩3층)<U+00A0>전북 익산시 부송동","7"
"7142",1,"군산시 수송동","DB손해보험 새군산TC아직 이 공고 안보셨나요  꿀직장이 기다리고 있습니다","09:00~16:00","월급2,000,000","무관(신입+경력)","여자","30세(1990년생) ~ 50세(1970년생) 미성년자 불가","학력무관","계약직, 위촉직(프리랜서)","0명 (10명 미만)","1년이상 (기간협의가능)","월~금","2019년 5월 16일(목) ~ 상시모집","전북 군산시 문화로 77<U+00A0>더케이빌딩 2층<U+00A0>전북 군산시 수송동","7"
"7143",1,"전주시 송천동1","가나로지스(주)&최고의꿀알바&일당 13만원 야간 물류알바 大모집&","20:00~07:20","일급130,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직, 파견직, 인턴직","00명 (100명 미만)","1년이상 (기간협의가능)","주6일","2019년 5월 17일(금) ~ 상시모집","전북 전주시 덕진구 가리내로 500<U+00A0>4<U+00A0>전북 전주시 덕진구 송천동1가","13.33"
"7144",1,"전주시 평화동2","웅진씽크빅 남전주지국웅진씽크빅 남전주지국에서 씽크빅 선생님을 모십니다.(센터","14:00~20:00","월급2,000,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","위촉직(프리랜서)","3명","1년이상","월~금","2019년 5월 15일(수) ~ 상시모집","전북 전주시 완산구 모악로 4692<U+00A0>덕수빌딩4층 씽크빅남전주지국<U+00A0>전북 전주시 완산구 평화동2가","6"
"7145",1,"군산시 수송동","경성함바그 군산점[경성함바그 군산점] 함께 일할 팀원 모집합니다.","09:00~22:00 (로테이션)","시급8,350","무관(신입+경력)","성별무관","24세(1996년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트","5명","6개월~1년 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 13일(월) ~ 상시모집","전북 군산시 동수송안길 55<U+00A0>1층 경성함바그<U+00A0>전북 군산시 수송동","13"
"7146",1,"익산시 영등동","유니클로 익산 영등점매장 STAFF 모집합니다.","08:00~23:00 (로테이션)","월급1,800,000","무관(신입+경력)","성별무관","연령무관 ","고등학교 졸업 이상","계약직","1명","1년이상","주5일","2019년 5월 16일(목) ~ 2019년 5월 20일(월)
D-DAY 2 ","전북 익산시<U+00A0>무왕로 997 유니클로<U+00A0>전북 익산시 영등동","15"
"7147",1,"전주시 덕진동1","맥도날드 전주 덕진 DT맥도날드 전주 덕진점과 함께할  배달사원(라이더)을 모집합","시간협의","시급8,350","성별 성별무관","연령 연령무관 ","학력 학력무관","","아르바이트","00명 (100명 미만)","1년이상 (기간협의가능)","요일협의","2019년 5월 18일(토) ~ 2019년 5월 31일(금)","홈페이지www.mcalba.co.kr/m/appstrap/recruit_view.asp?idx=403717","없음"
"7148",1,"군산시 전체","팔팔삼계탕팔팔삼계탕 시급9500원 오전(11-3) 평일.주말 알바구함","11:00~15:00","시급9,500","무관(신입+경력)","남자","21세(1999년생) ~ 26세(1994년생) 미성년자 불가","학력무관","아르바이트","2명","3개월~6개월 (기간협의가능)","월~일 (요일협의가능 : 평일 . 주말)","2019년 5월 13일(월) ~ 상시모집","전북 군산시 구시장로 53<U+00A0>(신영동) 팔팔삼계탕<U+00A0>전북 군산시 전체","4"
"7149",1,"전주시 덕진동1","더본코리아 한신포차 전북대점전북대 한신포차에서 주말알바 구합니다 지원방법 확인후 문","20:00~03:00","시급8,400","무관(신입+경력)","성별무관","20세(2000년생) ~ 26세(1994년생) 미성년자 불가","학력무관","아르바이트, 정규직","0명 (10명 미만)","3개월~6개월","금, 토, 일요일","2019년 5월 16일(목) ~ 상시모집","전북 전주시 덕진구 덕진동1가<U+00A0>1314-162<U+00A0>전북 전주시 덕진구 덕진동1가","17"
"7150",1,"전주시 고랑동","전주동부대로점이마트24전주동부대로점 평일 오후 근무자 채용","15:00~24:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 40세(1980년생) 미성년자 불가","학력무관","아르바이트","1명","3개월~6개월 (수습기간있음)","월~금","2019년 5월 15일(수) ~ 상시모집","전북 전주시 덕진구 동부대로 1550<U+00A0>이마트24전주동부대로점<U+00A0>전북 전주시 덕진구 고랑동","9"
"7151",1,"익산시 남중동","세븐일레븐 익산이리고점세븐일레븐 이리고점에서 평일야간 근무자를 구합니다 ~ :-)","24:00~08:00","시급8,350","무관(신입+경력)","성별무관","20세 이상(2000년 이후 출생자) 고연령자 가능 미성년자 불가","학력무관","아르바이트","1명","1년이상 (기간협의가능)","주2일 (요일협의가능 : [요일협의] 월,화요일 야간근무)","2019년 5월 17일(금) ~ 상시모집","전북 익산시 선화로33길 32<U+00A0>세븐일레븐 이리고점<U+00A0>전북 익산시 남중동","16"
"7152",1,"익산시 부송동","풀무원녹즙익산가맹점풀무원녹즙 모닝스텝 여성구인(금마.왕궁지역)","08:00~12:00","월급700,000","무관(신입+경력)","여자","35세(1985년생) ~ 50세(1970년생) 미성년자 불가","고등학교 졸업 이상","정규직","1명","1년이상","주5일","2019년 5월 16일(목) ~ 상시모집","전북 익산시 부송동<U+00A0>1045-3번지<U+00A0>전북 익산시 부송동","4"
"7153",1,"전주시 효자동2","아웃백스테이크하우스 효자점효자점 아웃백 주방직원 모집합니다.","17:00~24:00","시급10,030","무관(신입+경력)","성별무관","연령무관  미성년자 불가","학력무관","아르바이트","0명 (10명 미만)","1년이상","주5일 (요일협의가능)","2019년 5월 18일(토) ~ 2019년 5월 22일(수)
D-DAY 4 ","전북 전주시 완산구 우전로 260<U+00A0>세움팰리피아 2층<U+00A0>전북 전주시 완산구 효자동2가","7"
"7154",1,"전주시 송천동2","하남F&B 전주송천점하남돼지집 전주송천점. 평일아르바이트 및 직원(남) 구합니","18:00~21:00","시급8,500","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 정규직","0명 (10명 미만)","3개월~6개월 (수습기간있음)","주4일","2019년 5월 14일(화) ~ 상시모집","전북 전주시 덕진구 송천동2가<U+00A0>523-14<U+00A0>전북 전주시 덕진구 송천동2가","3"
"7155",1,"익산시 영등동","오늘은 갈비[금/토 저녁근무] 꿀알바~쾌적한 고깃집 알바","17:00~21:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","3개월~6개월","금, 토요일","2019년 5월 17일(금) ~ 상시모집","전북 익산시 영등동<U+00A0>(영등동) 약촌로8길 20-23, 3동 201호<U+00A0>전북 익산시 영등동","4"
"7156",1,"정읍시 상동","SM타이거짐오전 인포 및 견습트레이너 구인","10:00~14:00 (로테이션)","시급8,350","무관(신입+경력)","여자","20세(2000년생) ~ 45세(1975년생) 미성년자 불가","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","6개월~1년","월~금","2019년 5월 14일(화) ~ 상시모집","전북 정읍시 충정로 99<U+00A0>하나로마트상동점 3층<U+00A0>전북 정읍시 상동","4"
"7157",1,"전주시 우아동1","이마트24 전주아중중앙점이마트24 아중중앙점에서 주말야간 근무자 구합니다.","23:00~08:00","시급8,350","무관(신입+경력)","여자","연령무관 ","학력무관","아르바이트","1명","3개월~6개월 (수습기간있음)","주말","2019년 5월 16일(목) ~ 상시모집","전북 전주시 덕진구 인교로 61<U+00A0>이마트24 전주아중중앙점<U+00A0>전북 전주시 덕진구 우아동1가","15"
"7158",1,"전주시 효자동2","대방건설【   급  구 /강력추천 】 직영 구인 구합니다","07:00~16:30","일급95,000","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","3개월~6개월","주6일","2019년 5월 8일(수) ~ 상시모집","전북 전주시 완산구 강변로 2<U+00A0>.<U+00A0>전북 전주시 완산구 효자동2가","9.5"
"7159",1,"군산시 나운동","(주)인앤워크초보환영 월195만원  골프리조트 락카룸 사원 - 전북 장수군","11:00~20:00 (로테이션)","월급1,950,000","무관(신입+경력)","남자","연령무관  고연령자 가능","학력무관","아르바이트, 계약직","0명 (10명 미만)","6개월~1년","주6일","2019년 5월 17일(금) ~ 2019년 6월 6일(목)","전북 장수군 계남면 장안산로 303<U+00A0>장수cc<U+00A0>전북 군산시 나운동","9"
"7160",1,"전주시 인후동1","NS물류야간물류알바 당일 일당 기본10만원부터 최대13만원 대모집","20:00~06:00","일급120,000","무관(신입+경력)","성별무관","20세(2000년생) ~ 55세(1965년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트, 정규직, 계약직, 파견직, 인턴직","00명 (100명 미만)","3개월~6개월 (기간협의가능)","월~토","2019년 5월 17일(금) ~ 상시모집","전북 전주시 덕진구 건산로 125-23<U+00A0>(인후동1가)<U+00A0>전북 전주시 덕진구 인후동1가","14"
"7161",1,"전주시 전체","GS25전주탄소점전주탄소점 주말 오전 구합니다.","08:00~16:00","시급8,350","무관(신입+경력)","성별무관","20세(2000년생) ~ 60세(1960년생) 고연령자 가능 미성년자 불가","학력무관","아르바이트","1명","3개월~6개월","주말","2019년 5월 14일(화) ~ 2019년 5월 23일(목)
D-DAY 5 ","전북 전주시 덕진구 팔복로 189<U+00A0>GS25 전준탄소점<U+00A0>전북 전주시 덕진구 전체","8"
"7162",1,"전주시 서신동","유니클로 롯데백화점 전주점[롯데백화점 전주점 ]스탭/파트타이머 모집합니다.","08:30~21:30 (로테이션)","시급8,612","무관(신입+경력)","성별무관","20세(2000년생) ~ 30세(1990년생) 미성년자 불가","학력무관","계약직","2명","6개월~1년 (기간협의가능)","주5일 (요일협의가능)","2019년 5월 16일(목) ~ 2019년 5월 22일(수)
D-DAY 4 ","전북 전주시 완산구 온고을로 2<U+00A0>(롯데백화점) 지하1층 유니클로<U+00A0>전북 전주시 완산구 서신동","13"
"7163",1,"전주시 전체","미친고기효자동 신시가지 근처 [ 미친고기 효자점 ] 함께 일 할 가족","04:00~01:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트, 정규직, 계약직","0명 (10명 미만)","3개월~6개월 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 18일(토) ~ 상시모집","전북 전주시 완산구 마전들로 74<U+00A0>103호미친고기<U+00A0>전북 전주시 완산구 전체","3"
"7164",1,"김제시 신풍동","CU 김제검산점씨유 김제검산점에서 금,토 저녁알바 구해요","19:00~24:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","1명","3개월~6개월","금, 토요일","2019년 5월 18일(토) ~ 2019년 6월 7일(금)","전북 김제시 도작로 15<U+00A0>씨유 김제검산점<U+00A0>전북 김제시 신풍동","5"
"7165",1,"전주시 전체","(주)현대렌탈케어 전주지국정수기 필터교체 매니저 모집 (초보환영)","09:00~18:00","월급2,500,000","무관(신입+경력)","성별무관","30세(1990년생) ~ 50세(1970년생) 미성년자 불가","학력무관","위촉직(프리랜서)","3명","1년이상 (기간협의가능)","주5일","2019년 5월 17일(금) ~ 2019년 5월 22일(수)
D-DAY 4 ","전북 전주시 덕진구 동부대로 375<U+00A0>1층 현대렌탈케어<U+00A0>전북 전주시 덕진구 전체","9"
"7166",1,"전주시 전체","롯데리아 전주고사점##배달사원 및 매장사원 모집[투잡가능]##","00:00~24:00","시급8,350","무관(신입+경력)","성별무관","연령무관 ","학력무관","아르바이트","0명 (10명 미만)","6개월~1년 (기간협의가능)","월~일 (요일협의가능)","2019년 5월 14일(화) ~ 상시모집","전북 전주시 완산구 전주객사5길 22-3<U+00A0>롯데리아 전주고사점<U+00A0>전북 전주시 완산구 전체","24"
